"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","291","mas-0.log","4430","4430","46916388","130","http://127.0.1.1:8080/cells/33/33","http://127.0.1.1:8080/cells/32/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","292","mas-0.log","4446","4446","46916517","129","http://127.0.1.1:8080/cells/32/33","http://127.0.1.1:8080/cells/31/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","293","mas-0.log","4462","4462","46916634","117","http://127.0.1.1:8080/cells/31/33","http://127.0.1.1:8080/cells/30/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","294","mas-0.log","4477","4477","46916770","136","http://127.0.1.1:8080/cells/30/33","http://127.0.1.1:8080/cells/29/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","295","mas-0.log","4491","4491","46916908","138","http://127.0.1.1:8080/cells/29/33","http://127.0.1.1:8080/cells/29/32","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","296","mas-0.log","4504","4504","46917039","131","http://127.0.1.1:8080/cells/29/32","http://127.0.1.1:8080/cells/29/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","297","mas-0.log","4518","4518","46917178","139","http://127.0.1.1:8080/cells/29/33","http://127.0.1.1:8080/cells/30/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","298","mas-0.log","4533","4533","46917309","131","http://127.0.1.1:8080/cells/30/33","http://127.0.1.1:8080/cells/31/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","299","mas-0.log","4548","4548","46917441","132","http://127.0.1.1:8080/cells/31/33","http://127.0.1.1:8080/cells/31/32","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","300","mas-0.log","4562","4562","46917580","139","http://127.0.1.1:8080/cells/31/32","http://127.0.1.1:8080/cells/31/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","301","mas-0.log","4577","4577","46917721","141","http://127.0.1.1:8080/cells/31/33","http://127.0.1.1:8080/cells/32/33","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","302","mas-0.log","4592","4592","46917860","139","http://127.0.1.1:8080/cells/32/33","http://127.0.1.1:8080/cells/33/33","0","0"
